Transaktionscode,Erstellt,Aktualisiert,Betrag EUR,Währung,DR/CR,Transaktionstyp,Status,E-Mail Gegenpartei,Name Gegenpartei,Konto Gegenpartei,Land,Eltern-TX,Artikelbezeichnung,Betreff,Hinweise,Rechnungsnr.,Rechnungsadresse,Lieferadresse,Zahlungsquelle,IP-Adresse,Umleitungs-URL,is_streaming_payment
P52F1JOHKK7QG24DS,15.03.2024 20:27,15.03.2024 20:27,125.79,EUR,DR,Goods and Services,Completed,paul34@paypal.com,Paul Wolf,2135001019901344882,NL,PARENT,Online Order,,,,,,Bank Transfer,120.108.247.106,https://shop.example.com,0
UNW65B4EYQ1S4DJ9D,24.07.2023 17:49,24.07.2023 17:49,17.13,EUR,CR,Online Transfer,Completed,felix12@yahoo.com,Felix Müller,2083753098457819943,ES,PARENT,Subscription,Invoice,,,,,Bank Transfer,177.85.222.16,https://shop.example.com,0
E6XFWZ73WHCF5SIDA,26.10.2023 15:31,26.10.2023 15:31,130.61,EUR,DR,Goods and Services,Completed,laura90@amazon.de,Laura Schulz,2016040931434550114,DE,PARENT,,Payment,,,,,Bank Transfer,104.124.252.48,,0
F0ISZHRKDVNJN2Q3F,29.06.2023 10:01,29.06.2023 10:01,139.65,EUR,DR,Goods and Services,Completed,felix85@outlook.com,Felix Hoffmann,2034624104158156841,ES,PARENT,Headphones,Invoice,,,,,Bank Transfer,3.149.78.9,,0
AFS4H6SSGFXUQ4F2X,12.11.2024 10:32,12.11.2024 10:32,583.84,EUR,DR,Mobile Payment-Personal,Completed,paul18@outlook.com,Paul Becker,2185947219661031682,FR,PARENT,Electronics,Purchase,,,,,Bank Transfer,247.121.156.169,https://shop.example.com,0
MWOB4FDD7R1930I6G,08.07.2023 11:37,08.07.2023 11:37,114.44,EUR,DR,Online Transfer,Completed,sarah34@gmx.de,Sarah Schulz,2017849137034333132,ES,PARENT,,,,,,,Bank Transfer,30.10.217.192,https://shop.example.com,0
HJPKHF33GUWYH36MO,16.10.2024 15:30,16.10.2024 15:30,166.96,EUR,CR,Goods and Services,Completed,sophie14@gmail.com,Sophie Müller,2053410342150658898,IT,PARENT,,,,,,,Credit Card,246.234.187.165,https://shop.example.com,0
2PW5UESDRBTA3K3OM,27.05.2024 18:59,27.05.2024 18:59,289.62,EUR,CR,Goods and Services,Completed,lea65@outlook.com,Lea Fischer,2083030238909849450,DE,PARENT,,Invoice,,,,,Credit Card,148.62.219.133,,0
BPH5CH3L16CR3UV43,11.06.2023 11:20,11.06.2023 11:20,227.05,EUR,DR,Goods and Services,Completed,felix70@amazon.de,Felix Hoffmann,2020396073757867303,FR,PARENT,Subscription,Order,,,,,Credit Card,190.157.238.21,,0
PK48AB13T4Y0TB1ZP,21.02.2023 20:18,21.02.2023 20:18,337.02,EUR,DR,Goods and Services,Completed,mila14@gmail.com,Mila Weber,2039709625006619116,DE,PARENT,Online Order,Purchase,,,,,Bank Transfer,31.230.158.252,,0
O13TB25ICCPKLV69E,04.12.2023 22:09,04.12.2023 22:09,34.63,EUR,DR,Goods and Services,Completed,sophie31@amazon.de,Sophie Fischer,2189535345460390966,DE,PARENT,Headphones,Invoice,,,,,Credit Card,20.20.65.241,https://shop.example.com,0
5I6LTDMO8RC64SKTE,16.03.2024 20:47,16.03.2024 20:47,54.96,EUR,CR,Mobile Payment-Personal,Completed,mila57@netflix.com,Mila Klein,2187323252454327599,FR,PARENT,,Purchase,,,,,PayPal Balance,6.128.215.9,https://shop.example.com,0
ANPINXTXB1761M3J1,11.02.2024 10:59,11.02.2024 10:59,82.98,EUR,CR,Mobile Payment-Personal,Completed,laura8@paypal.com,Laura Wolf,2007881702032230410,NL,PARENT,Electronics,Payment,,,,,Credit Card,213.160.112.222,https://shop.example.com,0
PZ1J8Q9I6KYJ91KUB,23.02.2024 14:00,23.02.2024 14:00,28.75,EUR,DR,Mobile Payment-Personal,Completed,sarah50@gmx.de,Sarah Müller,2077461149781068020,IT,PARENT,,Payment,,,,,Bank Transfer,201.168.208.198,,0
ABMWUOUC6T8PJ2JRI,18.09.2023 08:58,18.09.2023 08:58,140.54,EUR,CR,Goods and Services,Completed,anna34@gmail.com,Anna Hoffmann,2189072829620284669,DE,PARENT,Headphones,Payment,,,,,PayPal Balance,30.168.10.48,,0
TBIDSECHU3YCPKAVM,13.01.2024 06:37,13.01.2024 06:37,59.13,EUR,DR,Mobile Payment-Personal,Completed,mila8@yahoo.com,Mila Klein,2187919928454250299,NL,PARENT,Headphones,Purchase,,,,,Bank Transfer,242.250.76.160,https://shop.example.com,0
S2SUMH3B0N9CC7ISU,07.02.2023 04:31,07.02.2023 04:31,366.02,EUR,DR,Goods and Services,Completed,sophie76@yahoo.com,Sophie Müller,2152115427431156241,DE,PARENT,Online Order,Purchase,,,,,Credit Card,121.169.135.134,https://shop.example.com,0
Q0EI05NMS6XVQPU3E,23.04.2024 16:21,23.04.2024 16:21,67.7,EUR,CR,Goods and Services,Completed,daniel32@ebay.de,Daniel Fischer,2194297574828121540,ES,PARENT,Subscription,Invoice,,,,,Credit Card,36.156.67.204,https://shop.example.com,0
5AEJT70EBPY9E576M,05.08.2023 02:54,05.08.2023 02:54,102.76,EUR,DR,Goods and Services,Completed,sophie65@gmx.de,Sophie Schmidt,2160527253244603203,AT,PARENT,Online Order,Invoice,,,,,Credit Card,76.31.87.230,,0
0P1Z00V3SFAVYQLG0,31.05.2024 22:40,31.05.2024 22:40,236.24,EUR,DR,Mobile Payment-Personal,Completed,sophie10@amazon.de,Sophie Schmidt,2066945406550825169,NL,PARENT,Electronics,Payment,,,,,Bank Transfer,88.13.145.133,,0
B850PK5LMFKRIG7JV,15.04.2024 02:40,15.04.2024 02:40,42.33,EUR,CR,Goods and Services,Completed,laura37@yahoo.com,Laura Schulz,2066775655818007085,IT,PARENT,Online Order,Invoice,,,,,Bank Transfer,37.25.53.142,,0
H7U0S3KDZ4PPJ590E,12.10.2023 04:22,12.10.2023 04:22,26.69,EUR,DR,Goods and Services,Completed,jonas70@amazon.de,Jonas Müller,2022789533715885087,IT,PARENT,Headphones,Purchase,,,,,PayPal Balance,187.20.84.41,https://shop.example.com,0
P72L4X5BWAEN7YJF3,18.04.2023 21:34,18.04.2023 21:34,153.33,EUR,DR,Online Transfer,Completed,daniel87@gmx.de,Daniel Becker,2037986435736302529,AT,PARENT,Subscription,Order,,,,,Credit Card,225.23.244.133,,0
YWWIMT8545YRWVTKH,31.10.2023 17:14,31.10.2023 17:14,162.02,EUR,DR,Online Transfer,Completed,sarah63@gmail.com,Sarah Fischer,2093789314432494750,AT,PARENT,Headphones,Payment,,,,,Credit Card,109.30.46.119,,0
VYBJH4OULYO3PJBRH,06.07.2023 11:56,06.07.2023 11:56,231.48,EUR,CR,Online Transfer,Completed,paul91@yahoo.com,Paul Schmidt,2129022390854913475,FR,PARENT,Electronics,Payment,,,,,PayPal Balance,147.225.43.138,https://shop.example.com,0
8AN2LM1CBHT94OZKF,25.04.2024 03:17,25.04.2024 03:17,194.83,EUR,DR,Goods and Services,Completed,paul79@web.de,Paul Schmidt,2119153075798495884,AT,PARENT,,Order,,,,,Credit Card,188.64.241.4,https://shop.example.com,0
I1IJE2XE0JDCZ1OA3,03.03.2023 13:58,03.03.2023 13:58,166.42,EUR,CR,Goods and Services,Completed,max63@gmx.de,Max Schulz,2055998571264127530,ES,PARENT,Subscription,Order,,,,,Bank Transfer,201.83.109.132,,0
IOKKZSN9081ZQUA1Q,17.11.2024 12:38,17.11.2024 12:38,74.71,EUR,DR,Goods and Services,Completed,daniel34@paypal.com,Daniel Hoffmann,2031402252076503065,IT,PARENT,Electronics,Order,,,,,Bank Transfer,86.37.208.162,,0
4S41CRO04BYV5JHUR,31.12.2023 01:03,31.12.2023 01:03,158.79,EUR,DR,Goods and Services,Completed,anna76@gmx.de,Anna Schulz,2067947240121567639,NL,PARENT,Electronics,,,,,,Bank Transfer,182.124.132.143,,0
SEH5E5RWSF5PAE9Z5,23.04.2023 20:58,23.04.2023 20:58,165.95,EUR,DR,Goods and Services,Completed,sarah90@yahoo.com,Sarah Schmidt,2092921477959074177,ES,PARENT,Headphones,Invoice,,,,,Bank Transfer,145.167.43.37,https://shop.example.com,0
7Z4ES3AOFC9LGYTLC,01.01.2024 21:27,01.01.2024 21:27,72.33,EUR,DR,Goods and Services,Completed,paul67@gmail.com,Paul Fischer,2045094513461308157,DE,PARENT,Online Order,Purchase,,,,,Bank Transfer,163.144.227.58,https://shop.example.com,0
UXHVDHGUESXNU4V80,21.03.2024 06:44,21.03.2024 06:44,433.77,EUR,DR,Goods and Services,Completed,max75@gmx.de,Max Fischer,2048451350871482365,DE,PARENT,Electronics,Purchase,,,,,PayPal Balance,254.56.24.238,,0
SPXLSEUNNRLST5488,24.04.2023 06:52,24.04.2023 06:52,188.5,EUR,DR,Mobile Payment-Personal,Completed,jonas42@gmail.com,Jonas Weber,2041183508153688496,FR,PARENT,Headphones,Invoice,,,,,Credit Card,114.126.178.202,https://shop.example.com,0
0HU97NG0APSALDNJ7,06.02.2023 20:08,06.02.2023 20:08,55.88,EUR,DR,Mobile Payment-Personal,Completed,anna23@gmail.com,Anna Schulz,2186547918916111793,NL,PARENT,Electronics,Purchase,,,,,Credit Card,123.102.12.255,,0
G0XTDNWZZG4C4EPZL,16.11.2024 15:58,16.11.2024 15:58,232.26,EUR,DR,Mobile Payment-Personal,Completed,daniel4@web.de,Daniel Hoffmann,2188821224321052592,ES,PARENT,Electronics,Payment,,,,,Credit Card,5.86.215.173,,0
4YC3S0DPJHSG04AJM,17.06.2024 09:35,17.06.2024 09:35,259.63,EUR,DR,Goods and Services,Completed,sophie93@web.de,Sophie Weber,2163764794306613040,IT,PARENT,Electronics,Payment,,,,,PayPal Balance,145.239.119.23,https://shop.example.com,0
WQ57LY7500LNKKUO4,30.01.2023 06:48,30.01.2023 06:48,180.67,EUR,DR,Online Transfer,Completed,anna41@spotify.com,Anna Weber,2057422595555953894,AT,PARENT,Headphones,Invoice,,,,,Bank Transfer,67.179.113.68,https://shop.example.com,0
FU9PXYKM8T0JSHHJ7,06.09.2023 06:31,06.09.2023 06:31,109.56,EUR,CR,Goods and Services,Completed,sophie58@gmx.de,Sophie Klein,2040299010164480478,FR,PARENT,,Payment,,,,,Credit Card,83.96.145.97,,0
XD6LQGA3QUPO4JNMY,20.08.2023 04:43,20.08.2023 04:43,69.65,EUR,DR,Goods and Services,Completed,max2@gmail.com,Max Klein,2146121491539848602,DE,PARENT,Subscription,Purchase,,,,,Bank Transfer,110.199.69.245,https://shop.example.com,0
EL88L12QFAF5KCIHD,17.10.2023 00:45,17.10.2023 00:45,125.53,EUR,CR,Mobile Payment-Personal,Completed,laura39@yahoo.com,Laura Müller,2197355251151771006,ES,PARENT,,Invoice,,,,,Bank Transfer,2.123.41.89,https://shop.example.com,0
NL7OLKY5VTMY8A5GI,02.07.2024 00:20,02.07.2024 00:20,171.76,EUR,DR,Online Transfer,Completed,felix86@outlook.com,Felix Wolf,2144534829315160257,DE,PARENT,Online Order,Order,,,,,Credit Card,154.193.102.235,https://shop.example.com,0
XPKN3B8PFY4QCYD52,15.03.2024 17:29,15.03.2024 17:29,134.68,EUR,CR,Goods and Services,Completed,lea28@amazon.de,Lea Weber,2091952918331108855,AT,PARENT,Subscription,Payment,,,,,Credit Card,130.99.176.117,https://shop.example.com,0
36S2Z48EGP15CA8ZJ,10.09.2024 22:10,10.09.2024 22:10,346.84,EUR,DR,Goods and Services,Completed,paul39@amazon.de,Paul Wolf,2013991738302845625,FR,PARENT,Headphones,,,,,,Bank Transfer,11.32.223.126,https://shop.example.com,0
JKPQKBE0TOGTEFR6M,07.03.2024 06:59,07.03.2024 06:59,208.95,EUR,DR,Online Transfer,Completed,max87@outlook.com,Max Klein,2177907645827630847,AT,PARENT,Headphones,,,,,,Credit Card,211.135.146.118,https://shop.example.com,0
70PA8JX54PEGJKS4I,28.05.2023 06:29,28.05.2023 06:29,62.95,EUR,CR,Goods and Services,Completed,sophie93@web.de,Sophie Klein,2165252854050583736,FR,PARENT,Headphones,Purchase,,,,,PayPal Balance,195.240.112.71,,0
AH2XJQ2WDIZHW0VQP,03.08.2024 14:32,03.08.2024 14:32,50.5,EUR,DR,Mobile Payment-Personal,Completed,jonas78@amazon.de,Jonas Hoffmann,2112133004194544781,FR,PARENT,Subscription,Purchase,,,,,Credit Card,4.88.88.82,https://shop.example.com,0
B48WUMH9NKLYBWGMP,05.09.2023 14:23,05.09.2023 14:23,189.63,EUR,CR,Online Transfer,Completed,mila27@outlook.com,Mila Weber,2160382760180833528,IT,PARENT,Subscription,Payment,,,,,Bank Transfer,254.61.97.236,https://shop.example.com,0
199TMH6K1WXYWWSTI,11.06.2023 02:53,11.06.2023 02:53,111.56,EUR,DR,Goods and Services,Completed,lukas28@yahoo.com,Lukas Schmidt,2082515579403178097,FR,PARENT,Online Order,Invoice,,,,,PayPal Balance,237.224.46.103,https://shop.example.com,0
OWWEW9V08LIUQDN05,24.05.2023 04:38,24.05.2023 04:38,221.5,EUR,DR,Goods and Services,Completed,felix88@spotify.com,Felix Klein,2147382410723697040,AT,PARENT,Electronics,Payment,,,,,PayPal Balance,118.95.186.224,https://shop.example.com,0
IV929SEVL7FQ8ABY5,14.02.2023 23:40,14.02.2023 23:40,188.42,EUR,DR,Goods and Services,Completed,mila9@ebay.de,Mila Fischer,2111059658884979487,DE,PARENT,Electronics,Payment,,,,,Bank Transfer,246.67.227.184,https://shop.example.com,0
NZSXPEFJ31EGOM62H,29.03.2023 01:40,29.03.2023 01:40,125.95,EUR,CR,Goods and Services,Completed,sarah62@outlook.com,Sarah Schulz,2185054152038846512,IT,PARENT,Electronics,Order,,,,,PayPal Balance,118.231.182.126,,0
V1FKHNNK8FWRPK0ZF,17.10.2024 21:47,17.10.2024 21:47,63.6,EUR,DR,Online Transfer,Completed,daniel43@gmx.de,Daniel Klein,2110745799841880385,NL,PARENT,,Purchase,,,,,Credit Card,59.8.218.55,https://shop.example.com,0
XVSSN7X5RRNYCIHFV,14.08.2024 01:17,14.08.2024 01:17,30.1,EUR,CR,Goods and Services,Completed,jonas96@web.de,Jonas Müller,2056764725822107251,NL,PARENT,Online Order,Purchase,,,,,Bank Transfer,118.146.234.164,,0
SJ84TC2QSI2G74IZG,17.02.2023 19:51,17.02.2023 19:51,156.69,EUR,DR,Goods and Services,Completed,sarah47@netflix.com,Sarah Schulz,2079977172505085637,DE,PARENT,Headphones,Purchase,,,,,Credit Card,49.188.213.235,https://shop.example.com,0
QT2LWHEDHTHRUU5E5,22.12.2023 06:20,22.12.2023 06:20,41.62,EUR,CR,Goods and Services,Completed,jonas30@netflix.com,Jonas Schulz,2177092572471816333,FR,PARENT,,Payment,,,,,PayPal Balance,65.194.105.154,https://shop.example.com,0
5IJULP98RL9QFCPK7,18.02.2024 05:58,18.02.2024 05:58,61.3,EUR,DR,Mobile Payment-Personal,Completed,paul66@outlook.com,Paul Weber,2183857247785949927,IT,PARENT,Subscription,Purchase,,,,,Credit Card,211.47.50.200,https://shop.example.com,0
HYLGOGFXLSRVP0IJ7,18.11.2024 05:14,18.11.2024 05:14,149.85,EUR,DR,Goods and Services,Completed,lea41@ebay.de,Lea Fischer,2041789522281507572,NL,PARENT,Subscription,,,,,,Bank Transfer,187.91.213.191,https://shop.example.com,0
XFQJ3HXJ3APNU02WP,11.08.2024 11:39,11.08.2024 11:39,139.44,EUR,DR,Goods and Services,Completed,daniel1@yahoo.com,Daniel Wolf,2021452095087018706,AT,PARENT,Electronics,Purchase,,,,,PayPal Balance,84.186.123.242,,0
NDXJN7DE0L1OFFKHD,10.12.2024 07:19,10.12.2024 07:19,46.7,EUR,CR,Goods and Services,Completed,mila89@yahoo.com,Mila Müller,2165079096654394870,ES,PARENT,,,,,,,Credit Card,67.143.136.210,https://shop.example.com,0
0HLINH8JV7FXP323C,02.04.2024 05:44,02.04.2024 05:44,279.39,EUR,DR,Mobile Payment-Personal,Completed,max90@paypal.com,Max Weber,2163056127064785968,FR,PARENT,Subscription,Payment,,,,,PayPal Balance,246.130.224.205,https://shop.example.com,0
92T24D7V911PJQ50X,08.04.2023 17:38,08.04.2023 17:38,274.47,EUR,CR,Online Transfer,Completed,felix82@outlook.com,Felix Becker,2186727127062818022,ES,PARENT,,Order,,,,,Bank Transfer,117.136.200.178,,0
PJIYLQX1UM55F1HGA,21.07.2024 21:39,21.07.2024 21:39,193.91,EUR,CR,Goods and Services,Completed,lukas1@ebay.de,Lukas Müller,2036698514617198286,ES,PARENT,Online Order,Purchase,,,,,Bank Transfer,245.18.84.223,https://shop.example.com,0
A57E8A54HBPH1VE8S,30.01.2024 18:51,30.01.2024 18:51,193.75,EUR,CR,Goods and Services,Completed,lea55@yahoo.com,Lea Fischer,2034690924196582807,FR,PARENT,Online Order,Purchase,,,,,Credit Card,155.92.192.255,https://shop.example.com,0
ANP8DMLC8XIZX35A8,27.11.2024 02:34,27.11.2024 02:34,193.91,EUR,DR,Goods and Services,Completed,lea47@gmx.de,Lea Fischer,2040564334218008013,AT,PARENT,Headphones,Payment,,,,,PayPal Balance,145.3.33.133,https://shop.example.com,0
W3PGSF3YN72BHON4W,02.11.2023 13:56,02.11.2023 13:56,258.12,EUR,CR,Mobile Payment-Personal,Completed,sarah77@amazon.de,Sarah Becker,2007445002754215816,NL,PARENT,Subscription,Purchase,,,,,PayPal Balance,228.121.9.189,,0
6D9ER94TEVWLQ6EXN,05.09.2023 04:51,05.09.2023 04:51,212.56,EUR,CR,Goods and Services,Completed,lukas93@web.de,Lukas Müller,2142040420276268896,IT,PARENT,Headphones,Purchase,,,,,Credit Card,51.33.57.132,https://shop.example.com,0
IJ0KZQVS9J6LNF040,11.08.2024 03:10,11.08.2024 03:10,68.38,EUR,DR,Goods and Services,Completed,jonas92@paypal.com,Jonas Fischer,2013840371616507660,AT,PARENT,,Order,,,,,PayPal Balance,4.37.163.9,,0
W3UQHWTEK17M6J3RT,01.12.2024 04:21,01.12.2024 04:21,110.34,EUR,CR,Goods and Services,Completed,lea74@amazon.de,Lea Weber,2075765201015797406,DE,PARENT,Subscription,Invoice,,,,,Bank Transfer,110.165.7.247,https://shop.example.com,0
QT788G35SFY1H0S2U,06.03.2024 15:56,06.03.2024 15:56,543.72,EUR,CR,Goods and Services,Completed,anna16@paypal.com,Anna Fischer,2153671828753995443,NL,PARENT,Subscription,Purchase,,,,,Credit Card,59.178.243.136,https://shop.example.com,0
4K88K686QE7AJUL7W,10.08.2023 10:34,10.08.2023 10:34,18.52,EUR,CR,Goods and Services,Completed,jonas29@web.de,Jonas Schmidt,2040439665769996008,AT,PARENT,,Payment,,,,,Bank Transfer,211.42.196.249,,0
I8FO0VYHFJLWSS1VI,09.10.2023 14:49,09.10.2023 14:49,90.29,EUR,DR,Goods and Services,Completed,lea51@yahoo.com,Lea Wolf,2156007420478824076,IT,PARENT,Subscription,Order,,,,,Credit Card,117.40.19.226,,0
V5Y21ID9VVN5X48PW,08.01.2024 00:42,08.01.2024 00:42,280.39,EUR,DR,Goods and Services,Completed,sarah49@amazon.de,Sarah Klein,2079512857250716758,NL,PARENT,Electronics,Payment,,,,,Credit Card,131.85.108.171,,0
D2ZU4NS7NVV28UE1M,21.12.2024 20:40,21.12.2024 20:40,72.26,EUR,DR,Goods and Services,Completed,sophie32@gmx.de,Sophie Schmidt,2113489300208118800,IT,PARENT,Electronics,Purchase,,,,,Credit Card,11.89.166.202,https://shop.example.com,0
UA8D7204J3M9IQBQ9,20.09.2024 20:24,20.09.2024 20:24,216.56,EUR,DR,Online Transfer,Completed,mila81@gmx.de,Mila Schulz,2060349969145303188,ES,PARENT,Headphones,Invoice,,,,,Credit Card,166.83.190.103,,0
6DOWX1H4RMPNFGAGL,28.11.2023 10:10,28.11.2023 10:10,138.1,EUR,DR,Goods and Services,Completed,jonas46@gmail.com,Jonas Becker,2161386315680298855,ES,PARENT,Subscription,Order,,,,,PayPal Balance,102.159.179.20,https://shop.example.com,0
7D835KUC9PBTYJR39,10.05.2024 09:35,10.05.2024 09:35,76.72,EUR,CR,Goods and Services,Completed,anna92@spotify.com,Anna Wolf,2065091830857394413,FR,PARENT,Electronics,Invoice,,,,,Credit Card,208.56.38.4,https://shop.example.com,0
OU6NJ2N2PN7ITCYL3,07.10.2023 23:14,07.10.2023 23:14,14.48,EUR,CR,Goods and Services,Completed,max72@yahoo.com,Max Becker,2155147330388599024,ES,PARENT,,,,,,,PayPal Balance,25.252.235.201,,0
QUBWRP8GUUCM5FYCZ,28.11.2023 19:02,28.11.2023 19:02,153.53,EUR,DR,Online Transfer,Completed,sarah78@paypal.com,Sarah Becker,2007948523006755631,IT,PARENT,,Invoice,,,,,Credit Card,126.111.181.196,,0
8FTYLAVZME9WT00IV,19.03.2024 16:40,19.03.2024 16:40,67.09,EUR,CR,Goods and Services,Completed,lukas69@ebay.de,Lukas Fischer,2052238325011121312,DE,PARENT,,,,,,,Credit Card,238.127.187.31,https://shop.example.com,0
GLGPJDJHMXCQDJ5CU,09.07.2024 07:04,09.07.2024 07:04,121.83,EUR,DR,Online Transfer,Completed,anna53@yahoo.com,Anna Wolf,2048570595854650823,DE,PARENT,Online Order,Purchase,,,,,Credit Card,4.2.84.99,https://shop.example.com,0
DYFNGP41S3QW752E7,26.12.2024 13:23,26.12.2024 13:23,192.58,EUR,DR,Goods and Services,Completed,laura25@spotify.com,Laura Klein,2100607968694182706,IT,PARENT,Online Order,Purchase,,,,,PayPal Balance,152.133.43.231,https://shop.example.com,0
CIF8R2BC9R4X1V4DX,20.07.2024 07:08,20.07.2024 07:08,244.22,EUR,DR,Online Transfer,Completed,lea59@gmail.com,Lea Weber,2157483637812870283,IT,PARENT,Headphones,,,,,,PayPal Balance,73.83.35.115,,0
UVL911ZSB8LV6TX0T,15.12.2024 07:00,15.12.2024 07:00,90.05,EUR,CR,Goods and Services,Completed,daniel11@yahoo.com,Daniel Wolf,2087318218288275174,FR,PARENT,Headphones,Purchase,,,,,PayPal Balance,91.247.138.14,,0
D86ZCHHXA7HY7AI33,24.06.2024 01:14,24.06.2024 01:14,76.6,EUR,CR,Online Transfer,Completed,paul23@gmx.de,Paul Wolf,2112385571660341889,AT,PARENT,Headphones,Invoice,,,,,Bank Transfer,235.215.103.12,https://shop.example.com,0
YOOK63RVWOZQXIWE6,27.03.2024 02:10,27.03.2024 02:10,40.9,EUR,DR,Goods and Services,Completed,laura55@ebay.de,Laura Fischer,2052849504143419957,ES,PARENT,Subscription,Payment,,,,,Bank Transfer,43.242.190.66,,0
358TRE9QDI3G13IWP,16.01.2024 20:03,16.01.2024 20:03,252.37,EUR,CR,Goods and Services,Completed,sarah37@outlook.com,Sarah Wolf,2172073958192478486,DE,PARENT,Headphones,Payment,,,,,Credit Card,240.129.197.250,https://shop.example.com,0
MHXOFKCGGXP5CITUF,12.05.2024 02:57,12.05.2024 02:57,494.54,EUR,DR,Mobile Payment-Personal,Completed,lea20@gmail.com,Lea Klein,2032099005265920112,IT,PARENT,Subscription,Invoice,,,,,PayPal Balance,105.133.137.5,,0
CNU41BTA3RUNYN6IR,07.12.2023 07:04,07.12.2023 07:04,270.92,EUR,DR,Goods and Services,Completed,jonas14@spotify.com,Jonas Klein,2183515581615183761,FR,PARENT,Headphones,,,,,,Bank Transfer,236.231.40.117,https://shop.example.com,0
PKBO549EWHO5QQ8QM,10.01.2024 14:10,10.01.2024 14:10,311.65,EUR,DR,Mobile Payment-Personal,Completed,sophie50@yahoo.com,Sophie Fischer,2059350982813413295,AT,PARENT,Subscription,Order,,,,,PayPal Balance,183.49.146.50,,0
OQTQ685OHM6X7P7AH,17.08.2024 11:54,17.08.2024 11:54,72.79,EUR,CR,Goods and Services,Completed,sarah98@gmx.de,Sarah Klein,2196178290920652875,ES,PARENT,Subscription,Invoice,,,,,PayPal Balance,165.103.148.201,,0
V1TWBDCA75LD7M08L,10.07.2023 03:13,10.07.2023 03:13,184.62,EUR,CR,Online Transfer,Completed,jonas95@netflix.com,Jonas Wolf,2179634302884619219,NL,PARENT,Electronics,Purchase,,,,,Credit Card,232.213.115.122,https://shop.example.com,0
6OUWZK4IE86DB5RR1,10.08.2023 09:22,10.08.2023 09:22,230.41,EUR,DR,Goods and Services,Completed,jonas21@gmx.de,Jonas Hoffmann,2127091298922543619,ES,PARENT,Headphones,,,,,,Credit Card,47.115.229.6,,0
Y7D78HWK22M9RWV9N,11.04.2023 07:52,11.04.2023 07:52,53.05,EUR,DR,Goods and Services,Completed,paul48@paypal.com,Paul Klein,2147984043901218248,NL,PARENT,,Purchase,,,,,Credit Card,232.235.7.126,https://shop.example.com,0
J9XXLB57AUKHQNZJN,15.10.2024 19:16,15.10.2024 19:16,382.97,EUR,DR,Mobile Payment-Personal,Completed,jonas34@ebay.de,Jonas Müller,2147742342946421349,FR,PARENT,Subscription,Order,,,,,Bank Transfer,182.88.34.242,https://shop.example.com,0
56AE1IGCUIDC00M6C,02.05.2023 07:45,02.05.2023 07:45,33.46,EUR,DR,Mobile Payment-Personal,Completed,daniel35@outlook.com,Daniel Schulz,2030504209211810238,ES,PARENT,Headphones,Purchase,,,,,PayPal Balance,15.181.36.52,,0
BCLTRH9VGKY5CGAGH,22.09.2024 13:22,22.09.2024 13:22,344.45,EUR,CR,Online Transfer,Completed,anna1@gmail.com,Anna Weber,2156220415437451098,ES,PARENT,Online Order,Invoice,,,,,PayPal Balance,180.32.180.195,https://shop.example.com,0
VSKP30TX8J1CCM0W3,28.07.2024 18:38,28.07.2024 18:38,33.22,EUR,CR,Online Transfer,Completed,jonas21@netflix.com,Jonas Klein,2003458459905857954,IT,PARENT,,Purchase,,,,,Credit Card,23.82.151.198,,0
R1L9GVBMQQ749Q6QF,05.06.2024 12:56,05.06.2024 12:56,55.48,EUR,DR,Online Transfer,Completed,sophie58@gmail.com,Sophie Schmidt,2109947595020094103,IT,PARENT,Electronics,Purchase,,,,,PayPal Balance,103.94.4.112,,0
JHRF34JGVRP4RXMD8,19.05.2023 03:06,19.05.2023 03:06,186.98,EUR,DR,Goods and Services,Completed,paul28@yahoo.com,Paul Weber,2083391349622698002,AT,PARENT,Electronics,Invoice,,,,,PayPal Balance,133.242.127.206,https://shop.example.com,0
EEK035N8CQPHLI5L6,28.03.2024 08:40,28.03.2024 08:40,140.67,EUR,DR,Online Transfer,Completed,mila44@spotify.com,Mila Müller,2080857654694256784,ES,PARENT,Electronics,,,,,,Bank Transfer,148.204.85.179,https://shop.example.com,0
U6L5NFLTQ680COG1Z,12.12.2023 04:22,12.12.2023 04:22,97.37,EUR,DR,Online Transfer,Completed,jonas30@web.de,Jonas Klein,2136548254817715285,AT,PARENT,Online Order,Payment,,,,,PayPal Balance,163.1.84.92,,0
H3G7VKC5SSINZ4KHK,06.12.2024 21:24,06.12.2024 21:24,373.37,EUR,CR,Mobile Payment-Personal,Completed,mila41@outlook.com,Mila Schulz,2185616983114484881,FR,PARENT,,,,,,,PayPal Balance,95.120.199.233,,0
JZQFE8E5TNLZTWXOL,02.04.2024 10:08,02.04.2024 10:08,42.0,EUR,CR,Goods and Services,Completed,mila57@web.de,Mila Wolf,2081542946176129065,NL,PARENT,Subscription,Payment,,,,,Credit Card,194.146.11.227,https://shop.example.com,0
DMMCMCOCO2ZTDHF15,09.08.2023 17:45,09.08.2023 17:45,118.26,EUR,CR,Goods and Services,Completed,sarah18@paypal.com,Sarah Weber,2016289102584381152,IT,PARENT,Online Order,Invoice,,,,,Credit Card,143.7.14.165,,0
LNWOSKAZOCHBIRMC5,05.12.2023 20:15,05.12.2023 20:15,203.79,EUR,CR,Mobile Payment-Personal,Completed,lea98@yahoo.com,Lea Becker,2061329179755261867,AT,PARENT,Online Order,,,,,,Credit Card,2.235.161.191,,0
